gene,logP
isogroup1121,5
isogroup11210,0.1
isogroup11211,-5.8
isogroup11212,0.2
isogroup11213,0.9
isogroup11214,0
isogroup11215,-1.7
isogroup11216,0.3
isogroup11217,-0.1
isogroup11218,0.1
isogroup11219,1.5
isogroup11220,-8.3
isogroup11221,-6
isogroup11222,-6.9
isogroup11223,-10
isogroup11224,1.5
isogroup11225,-9.9
isogroup11226,0.3
isogroup11227,-0.1
isogroup11228,0.7
isogroup11229,-0.8
isogroup1123,2.8
isogroup11230,0.1
isogroup11232,0.8
isogroup11233,-1.6
isogroup11234,0.3
isogroup11235,1.1
isogroup11236,1.2
isogroup11237,0
isogroup11238,0.3
isogroup11239,0
isogroup1124,2.6
isogroup11240,1.5
isogroup11241,1.5
isogroup11242,-0.7
isogroup11243,1
isogroup11244,2.1
isogroup11245,-0.1
isogroup11246,0.8
isogroup11247,0.8
isogroup11248,0.4
isogroup11249,-0.9
isogroup1125,4.2
isogroup11250,0
isogroup11251,0
isogroup11252,-0.8
isogroup11253,-0.1
isogroup11254,-1.7
isogroup11255,-7.3
isogroup11256,0
isogroup11258,-7.5
isogroup11259,0.4
isogroup1126,2.3
isogroup11260,-0.2
isogroup11261,0.7
isogroup11262,1.1
isogroup11263,0.1
isogroup11264,0.1
isogroup11265,0
isogroup11266,1.2
isogroup11267,-10
isogroup11268,3.7
isogroup11269,-0.4
isogroup1127,4.4
isogroup11270,-0.2
isogroup11271,0.1
isogroup11272,0.6
isogroup11274,-0.1
isogroup11275,0.4
isogroup11276,-1.8
isogroup11277,1.7
isogroup11278,0.9
isogroup11279,-4.1
isogroup1128,0.2
isogroup11280,-0.3
isogroup11281,-1.8
isogroup11282,0
isogroup11283,-1.8
isogroup11285,-0.5
isogroup11286,0.1
isogroup11287,0.5
isogroup11288,0.2
isogroup11289,-0.2
isogroup1129,-2
isogroup11290,0.1
isogroup11291,1.2
isogroup11292,0.7
isogroup11293,0.5
isogroup11294,0
isogroup11295,-1.3
isogroup11296,1.1
isogroup11297,1.1
isogroup11298,-0.6
isogroup11299,0.2
isogroup113,1.1
isogroup1130,2.4
isogroup11301,1
isogroup11302,0
isogroup11303,1.2
isogroup11304,-0.2
isogroup11305,-2.3
isogroup11306,0.2
isogroup11307,1.8
isogroup11308,0.4
isogroup11309,0.5
isogroup11310,3.7
isogroup11311,-6.4
isogroup11312,0
isogroup11313,-0.1
isogroup11314,2.2
isogroup11315,-4.6
isogroup11317,0.8
isogroup11318,0.6
isogroup11319,-1.2
isogroup1132,-0.6
isogroup11320,1.4
isogroup11321,2
isogroup11322,-3.5
isogroup11323,-3.4
isogroup11325,-0.4
isogroup11326,-0.2
isogroup11327,0
isogroup11328,1.5
isogroup1133,1
isogroup11330,0
isogroup11331,0.5
isogroup11332,0.4
isogroup11333,1.2
isogroup11334,4.5
isogroup11335,1.3
isogroup11336,0.2
isogroup11338,0.3
isogroup11339,0.7
isogroup1134,-0.1
isogroup11340,-0.6
isogroup11341,-0.2
isogroup11342,-0.1
isogroup11343,10
isogroup11344,-0.1
isogroup11345,1
isogroup11346,0.1
isogroup11347,-1.5
isogroup11348,6.8
isogroup11349,0
isogroup1135,-0.6
isogroup11350,-0.7
isogroup11351,-0.1
isogroup11352,-0.2
isogroup11353,0.5
isogroup11354,2.1
isogroup11355,0.3
isogroup11356,0.1
isogroup11357,0.9
isogroup11358,0.3
isogroup11359,0.1
isogroup1136,2.5
isogroup11360,0.6
isogroup11361,-8.6
isogroup11362,0.8
isogroup11363,0.1
isogroup11364,1.2
isogroup11366,0.2
isogroup11367,-10
isogroup11368,-1.3
isogroup11369,1.7
isogroup1137,1.7
isogroup11370,-4.3
isogroup11371,-0.1
isogroup11372,0.7
isogroup11373,0
isogroup11375,1.8
isogroup11376,0.3
isogroup11377,-0.6
isogroup11378,0.1
isogroup11379,0.4
isogroup1138,0.3
isogroup11380,1.6
isogroup11381,0
isogroup11382,-0.5
isogroup11383,-0.6
isogroup11384,2.5
isogroup11386,1.3
isogroup11387,1.6
isogroup11388,-1.1
isogroup11389,0.2
isogroup11390,0.4
isogroup11391,-1.1
isogroup11392,2.1
isogroup11393,-0.6
isogroup11395,0
isogroup11396,-1.1
isogroup11397,-0.6
isogroup11398,0.5
isogroup11399,0.6
isogroup114,2.2
isogroup1140,0.7
isogroup11400,0.2
isogroup11401,-0.3
isogroup11402,0
isogroup11403,-0.7
isogroup11404,2.6
isogroup11405,0.9
isogroup11406,0.1
isogroup11407,-0.3
isogroup11408,0.9
isogroup11409,-0.2
isogroup1141,1
isogroup1141.1,0
isogroup11410,-2.8
isogroup11411,-1.3
isogroup11412,-4.6
isogroup11413,0.8
isogroup11414,0
isogroup11415,0
isogroup11416,10
isogroup11417,-0.5
isogroup11418,-0.4
isogroup11419,0.6
isogroup1142,2.5
isogroup11420,-3.9
isogroup11421,-0.5
isogroup11422,-1.7
isogroup11423,-0.7
isogroup11424,1.3
isogroup11425,7.4
isogroup11426,-0.1
isogroup11427,2.1
isogroup11428,-0.5
isogroup11429,-8.1
isogroup1143,1.1
isogroup11430,1.5
isogroup11431,-0.1
isogroup11432,-4.8
isogroup11433,-0.1
isogroup11434,1.4
isogroup11435,0
isogroup11436,-2.4
isogroup11437,0
isogroup11438,0.1
isogroup11439,-0.2
isogroup11440,4.2
isogroup11441,-3.9
isogroup11442,-0.3
isogroup11443,0
isogroup11444,-0.7
isogroup11445,0
isogroup11446,-0.8
isogroup11447,1.1
isogroup11448,0
isogroup11449,-0.3
isogroup1145,1.9
isogroup11450,0.4
isogroup11451,0
isogroup11452,0.9
isogroup11453,0.3
isogroup11454,0.1
isogroup11455,-4.4
isogroup11456,0.8
isogroup11457,0.3
isogroup11458,1.1
isogroup11459,-0.1
isogroup1146,0.7
isogroup11460,0.9
isogroup11461,-0.5
isogroup11462,1.2
isogroup11463,0.1
isogroup11465,-2.8
isogroup11466,10
isogroup11467,0.1
isogroup11468,5.2
isogroup11469,3
isogroup1147,1.6
isogroup11470,0.4
isogroup11471,-0.8
isogroup11472,0
isogroup11473,10
isogroup11474,-0.8
isogroup11475,3
isogroup11476,-0.4
isogroup11477,0.4
isogroup11478,-0.6
isogroup11479,-0.7
isogroup1148,-0.9
isogroup11480,-0.2
isogroup11482,-1.1
isogroup11483,0
isogroup11484,0.5
isogroup11485,-3
isogroup11486,-0.4
isogroup11487,0.7
isogroup11488,-0.1
isogroup11489,-1.5
isogroup1149,1.5
isogroup11490,-3.7
isogroup11491,-0.3
isogroup11492,0.5
isogroup11493,-8.8
isogroup11494,-0.4
isogroup11495,-2.5
isogroup11496,2
isogroup11497,2.3
isogroup11498,0.1
isogroup115,-2.6
isogroup1150,0.5
isogroup11500,0.7
isogroup11501,0.3
isogroup11503,0.4
isogroup11504,0.1
isogroup11505,-1.6
isogroup11506,0.9
isogroup11507,0.2
isogroup11508,1.1
isogroup11509,-2.2
isogroup11510,1.7
isogroup11511,-2.4
isogroup11512,0.1
isogroup11513,-1.1
isogroup11514,1.5
isogroup11515,1.3
isogroup11516,-0.4
isogroup11517,1
isogroup11519,-10
isogroup1152,5.3
isogroup11520,-0.1
isogroup11521,0
isogroup11522,-0.2
isogroup11523,2.1
isogroup11524,-0.1
isogroup11525,-1.8
isogroup11526,0.4
isogroup11527,4.6
isogroup11528,0.1
isogroup11529,0.3
isogroup1153,1
isogroup11531,-0.6
isogroup11532,-1.1
isogroup11533,-0.1
isogroup11534,0.4
isogroup11535,1.3
isogroup11536,-0.8
isogroup11537,-1.2
isogroup11538,-0.4
isogroup11539,-0.1
isogroup1154,0.2
isogroup11540,0
isogroup11541,1.1
isogroup11542,-1.3
isogroup11543,1.3
isogroup11544,1.1
isogroup11546,0.2
isogroup11547,0.7
isogroup11548,-0.4
isogroup1155,1.8
isogroup11550,1.3
isogroup11551,-0.2
isogroup11552,-1.9
isogroup11553,-0.1
isogroup11554,1.1
isogroup11555,0.1
isogroup11556,0.8
isogroup11557,0.1
isogroup11558,0
isogroup11560,0.9
isogroup11561,-0.8
isogroup11562,1
isogroup11564,2.5
isogroup11565,-1.5
isogroup11566,0.1
isogroup11567,0.2
isogroup11568,1.4
isogroup11569,-0.8
isogroup1157,-0.1
isogroup11570,-0.1
isogroup11571,-1.1
isogroup11572,0.2
isogroup11573,-7.7
isogroup11574,0.3
isogroup11575,-0.7
isogroup11576,0.2
isogroup11577,1.2
isogroup11578,0.7
isogroup11579,0.3
isogroup1158,-0.2
isogroup11580,1.3
isogroup11581,-1.2
isogroup11582,4.3
isogroup11583,-0.8
isogroup11584,0.9
isogroup11585,-0.1
isogroup11586,1.4
isogroup11587,0.7
isogroup11588,-0.4
isogroup11589,0.1
isogroup1159,0
isogroup11590,0.1
isogroup11591,-2.8
isogroup11592,0.7
isogroup11593,-0.3
isogroup11594,-1.4
isogroup11595,1.3
isogroup11596,0
isogroup11598,-3.5
isogroup11599,1.1
isogroup116,1.4
isogroup1160,-0.3
isogroup11600,0
isogroup11601,-1
isogroup11602,-0.2
isogroup11603,-1.4
isogroup11605,-7
isogroup11606,-6.5
isogroup11607,1.1
isogroup11608,0.4
isogroup11609,1.4
isogroup11610,0.1
isogroup11611,3
isogroup11612,2.2
isogroup11613,0.4
isogroup11614,0.2
isogroup11616,0.2
isogroup11617,-0.6
isogroup11618,0.9
isogroup11619,0
isogroup1162,1.7
isogroup11620,0.2
isogroup11621,-1.7
isogroup11622,0.9
isogroup11623,1.6
isogroup11624,0.2
isogroup11624.1,-2.6
isogroup11625,-4.2
isogroup11626,-1.8
isogroup11627,-0.2
isogroup11628,-2.5
isogroup1163,-0.5
isogroup11630,0.8
isogroup11631,0.9
isogroup11632,1
isogroup11633,-0.5
isogroup11634,2.6
isogroup11635,0
isogroup11636,-0.2
isogroup11637,-1.4
isogroup11638,1.4
isogroup11639,0.3
isogroup1164,1.7
isogroup11640,-10
isogroup11641,-2.4
isogroup11642,0.5
isogroup11643,-1.5
isogroup11645,0.7
isogroup11646,-0.2
isogroup11647,-0.6
isogroup11648,0.6
isogroup11649,2
isogroup1165,1
isogroup11650,0.4
isogroup11652,-0.2
isogroup11653,0.2
isogroup11654,1.7
isogroup11655,-0.7
isogroup11656,1.8
isogroup11657,0.2
isogroup11658,0.4
isogroup11659,0.7
isogroup11660,-0.9
isogroup11661,2.9
isogroup11662,-0.4
isogroup11663,0.9
isogroup11665,-0.3
isogroup11666,0.4
isogroup11667,1
isogroup11668,-0.5
isogroup11669,0.1
isogroup1167,0.8
isogroup11671,0.8
isogroup11672,-3.9
isogroup11673,0.9
isogroup11674,-0.1
isogroup11675,-0.3
isogroup11676,0.4
isogroup11677,-0.9
isogroup11678,-0.2
isogroup11679,4.2
isogroup1168,-2.5
isogroup11680,1.1
isogroup11681,0.4
isogroup11682,-1.6
isogroup11683,-4.7
isogroup11684,0.6
isogroup11685,0.1
isogroup11686,-3.2
isogroup11688,-10
isogroup11689,0.5
isogroup1169,4.5
isogroup11690,-0.1
isogroup11691,-0.2
isogroup11692,0.6
isogroup11693,-1.7
isogroup11695,0.9
isogroup11696,0.3
isogroup11697,-0.5
isogroup11698,1.1
isogroup11699,2
isogroup117,2.2
isogroup11700,-1
isogroup11701,0.1
isogroup11702,-0.8
isogroup11704,1.3
isogroup11705,-0.1
isogroup11706,1.8
isogroup11707,0.2
isogroup11709,1.3
isogroup1171,-0.7
isogroup11710,-0.6
isogroup11711,0.7
isogroup11712,-1.7
isogroup11713,0
isogroup11714,0.3
isogroup11715,0.2
isogroup11716,0.9
isogroup11717,0
isogroup11718,-0.5
isogroup11719,0.3
isogroup1172,4.2
isogroup11721,-0.1
isogroup11722,-0.5
isogroup11723,0
isogroup11724,-0.8
isogroup11725,-2.5
isogroup11726,0.5
isogroup11727,-0.5
isogroup11728,0.5
isogroup11728.1,0.9
isogroup11729,-6.1
isogroup1173,0.5
isogroup11730,-0.2
isogroup11731,-0.4
isogroup11732,0.8
isogroup11734,-2.1
isogroup11735,0.8
isogroup11737,0
isogroup11738,1.1
isogroup11739,0.5
isogroup1174,-0.9
isogroup11740,4.1
isogroup11741,0.9
isogroup11742,0.4
isogroup11743,-0.2
isogroup11744,-1.6
isogroup11745,-0.2
isogroup11746,0.2
isogroup11747,0.1
isogroup11748,0.3
isogroup11749,0
isogroup1175,1.4
isogroup11750,1
isogroup11751,-0.2
isogroup11752,0.4
isogroup11754,-1.1
isogroup11755,-0.6
isogroup11756,-2.3
isogroup11757,0.2
isogroup11758,0.2
isogroup11759,7.3
isogroup1176,0.8
isogroup11761,-2.3
isogroup11763,0.1
isogroup11765,0
isogroup11766.1,1.2
isogroup11767,0.9
isogroup11768,0
isogroup11769,-1.9
isogroup1177,3.3
isogroup11770,-0.8
isogroup11771,-0.2
isogroup11772,-0.4
isogroup11773,0.6
isogroup11774,-0.2
isogroup11775,1.5
isogroup11776,0.3
isogroup11777,0.4
isogroup11778,1.4
isogroup11779,0.9
isogroup1178,0.3
isogroup11780,1.3
isogroup11781,2.9
isogroup11782,-9.5
isogroup11783,-0.1
isogroup11784,0.7
isogroup11785,1.9
isogroup11786,3.5
isogroup11787,2.6
isogroup11789,-0.5
isogroup1179,1.1
isogroup11790,-0.3
isogroup11791,-2
isogroup11792,-0.3
isogroup11793,-1.8
isogroup11794,-1.3
isogroup11795,0.4
isogroup11796,-0.3
isogroup11797,-0.1
isogroup11798,0.2
isogroup11799,1.1
isogroup118,-8.8
isogroup1180,-0.9
isogroup11800,0.1
isogroup11801,-0.5
isogroup11802,0.5
isogroup11803,0.3
isogroup11804,0.5
isogroup11806,-0.9
isogroup11807,1
isogroup11809,-5.6
isogroup1181,0
isogroup11810,3.8
isogroup11811,0.3
isogroup11812,-3.5
isogroup11814,-1.1
isogroup11815,-0.2
isogroup11816,-0.5
isogroup11817,-0.3
isogroup11818,0.1
isogroup11819,-1.5
isogroup1182,3.4
isogroup11820,2.2
isogroup11821,-0.2
isogroup11822,0.3
isogroup11823,0.1
isogroup11824,3.1
isogroup11825,1.6
isogroup11826,-10
isogroup11827,0.7
isogroup11828,0.2
isogroup11829,0.9
isogroup1183,-3
isogroup11831,-2.3
isogroup11832,0
isogroup11833,-0.1
isogroup11834,0
isogroup11836,-2
isogroup11837,0.3
isogroup11838,-0.6
isogroup11839,-3.1
isogroup1184,3.5
isogroup11841,0.4
isogroup11842,0.2
isogroup11843,0.3
isogroup11844,-0.8
isogroup11845,2
isogroup11845.1,-0.3
isogroup11847,0.3
isogroup11849,-2
isogroup1185,2.5
isogroup11850,-0.1
isogroup11851,0.7
isogroup11852,-0.1
isogroup11853,0.5
isogroup11854,-5.7
isogroup11855,0.1
isogroup11856,0.4
isogroup11857,-0.1
isogroup11858,-0.3
isogroup11859,0
isogroup1186,1.3
isogroup11860,0.2
isogroup11861,-0.2
isogroup11862,-3
isogroup11863,0
isogroup11864,-2.1
isogroup11865,0.4
isogroup11866,0.4
isogroup11867,-0.2
isogroup11868,0.7
isogroup11869,0.3
isogroup1187,-4
isogroup11870,-0.6
isogroup11872,0.7
isogroup11873,0
isogroup11874,-8.9
isogroup11875,3
isogroup11876,1.5
isogroup11877,0.4
isogroup11878,-0.8
isogroup11879,1.7
isogroup1188,1.3
isogroup11880,-0.3
isogroup11881,-4.6
isogroup11882,-1.9
isogroup11884,0
isogroup11885,-0.3
isogroup11886,0.2
isogroup11887,0.5
isogroup11888,2.3
isogroup11889,-0.3
isogroup11890,0.1
isogroup11891,-2.6
isogroup11892,0.7
isogroup11894,-0.4
isogroup11895,4.2
isogroup11896,-0.1
isogroup11897,-0.2
isogroup11898,0.6
isogroup11899,1.4
isogroup119,6.1
isogroup1190,0.3
isogroup11900,0
isogroup11902,0
isogroup11903,1.6
isogroup11904,0.8
isogroup11905,0.5
isogroup11906,-1.1
isogroup11907,1.7
isogroup11908,0.5
isogroup11909,-1.7
isogroup1191,1.4
isogroup11910,0
isogroup11911,-0.3
isogroup11912,1.9
isogroup11913,0.1
isogroup11914,0
isogroup11915,0.4
isogroup11917,1
isogroup11918,0.1
isogroup11919,-0.2
isogroup1192,1.7
isogroup11920,0.9
isogroup11921,-1.1
isogroup11922,-0.7
isogroup11923,-0.7
isogroup11925,1.9
isogroup11928,0
isogroup11929,0
isogroup1193,1.4
isogroup11930,1.7
isogroup11931,1.1
isogroup11932,-0.6
isogroup11933,1.4
isogroup11934,0.3
isogroup11935,-1.8
isogroup11936,0.1
isogroup11937,-0.1
isogroup11938,0.5
isogroup11939,0.5
isogroup1194,1.9
isogroup11940,2.2
isogroup11941,-1.3
isogroup11942,-0.5
isogroup11945,-0.9
isogroup11946,2
isogroup11948,4.2
isogroup11949,-0.4
isogroup1195,1.3
isogroup11950,4.2
isogroup11951,0.7
isogroup11955,-1.7
isogroup11956,0.2
isogroup11957,0
isogroup11958,0.4
isogroup11959,0.2
isogroup1196,2
isogroup11960,0.5
isogroup11961,-9.9
isogroup11962,0.3
isogroup11963,-6.2
isogroup11964,0.1
isogroup11965,-0.4
isogroup11966,-2.5
isogroup11967,0
isogroup11968.1,1.4
isogroup11969,1.1
isogroup1197,0
isogroup11970,-0.7
isogroup11971,2
isogroup11972,0.3
isogroup11973,-0.4
isogroup11974,0
isogroup11975,0.3
isogroup11976,0.2
isogroup11977,0.1
isogroup11978,1.2
isogroup11979,-5.8
isogroup1198,0.3
isogroup11981,0.4
isogroup11982,-0.2
isogroup11983,0.8
isogroup11984,-4.3
isogroup11985,-0.1
isogroup11986,1.2
isogroup11987,0.9
isogroup11988,-5.2
isogroup11989,0
isogroup1199,2.6
isogroup11990,-0.2
isogroup11991,-1.8
isogroup11992,0.1
isogroup11993,0.7
isogroup11994,0.6
isogroup11995,0.5
isogroup11996,0.4
isogroup11997,-0.5
isogroup11998,-0.2
isogroup11999,0.3
isogroup12,6.2
isogroup120,5.7
isogroup1200,0.4
isogroup12000,1.1
isogroup12001,0.9
isogroup12002,1.5
isogroup12003,-4.2
isogroup12005,-8.5
isogroup12006,1.8
isogroup12007,-1
isogroup12008,-0.4
isogroup1201,1.2
isogroup12010,-1.6
isogroup12011,0.4
isogroup12012,-0.8
isogroup12013,0.5
isogroup12015,-9.8
isogroup12016,0.7
isogroup12017,0
isogroup12019,0.1
isogroup1202,-5.2
isogroup12020,0.9
isogroup12021,0.2
isogroup12023,-0.3
isogroup12024,-3.1
isogroup12025,-0.3
isogroup12026,-10
isogroup12027,-1.4
isogroup12028,-3.1
isogroup12029,-2.6
isogroup1203,0.9
isogroup12030,0.3
isogroup12031,0.3
isogroup12032,0.9
isogroup12033,-0.8
isogroup12035,0.9
isogroup12036,0.6
isogroup12037,0.6
isogroup12038,2.2
isogroup12039,0.3
isogroup1204,-0.4
isogroup12041,0.2
isogroup12042,0.9
isogroup12043,-3.5
isogroup12044,-0.4
isogroup12045,0
isogroup12046,1.3
isogroup12047,-0.8
isogroup12048,0.9
isogroup12049,0.8
isogroup1205,3.3
isogroup12050,0.3
isogroup12051,-2.5
isogroup12052,0.8
isogroup12053,0.4
isogroup12054,0.3
isogroup12055,-1.5
isogroup12056,0.7
isogroup12057,-2
isogroup12058,3
isogroup12059,0.2
isogroup1206,0.9
isogroup12060,0.5
isogroup12061,0.7
isogroup12062,0.2
isogroup12063,-0.1
isogroup12064,-0.7
isogroup12065,-0.4
isogroup12066,-0.7
isogroup12067,0.8
isogroup12068,0.3
isogroup12069,-0.6
isogroup1207,1.3
isogroup12070,-0.1
isogroup12071,2.7
isogroup12072,2
isogroup12073,-0.1
isogroup12074,-0.2
isogroup12075,1
isogroup12076,1.7
isogroup12077,1.3
isogroup12078,-5.1
isogroup12079,-2.3
isogroup1208,1
isogroup12080,-6.6
isogroup12081,2.4
isogroup12083,1.2
isogroup12084,1.3
isogroup12085,0.3
isogroup12086,4.1
isogroup12087,0
isogroup12088,-0.8
isogroup12089,0.5
isogroup1209,0.5
isogroup12090,-1.5
isogroup12091,-0.5
isogroup12092,0.1
isogroup12093,-10
isogroup12094,0.8
isogroup12095,-0.9
isogroup12096,-1.2
isogroup12097,0.7
isogroup12099,-0.5
isogroup121,3.1
isogroup1210,4.7
isogroup12100,2.3
isogroup12101,-2
isogroup12102,0.6
isogroup12103,-0.4
isogroup12105,-0.2
isogroup12106,3.7
isogroup12108,-10
isogroup12109,1.4
isogroup1211,0.4
isogroup12110,0.1
isogroup12111,0.4
isogroup12112,0.3
isogroup12113,-2.7
isogroup12114,6.1
isogroup12115,0.1
isogroup12116,0
isogroup12117,0.5
isogroup12118,0
isogroup12119,0.1
isogroup1212,2.3
isogroup12120,0
isogroup12121,0.2
isogroup12122,0.6
isogroup12123,0.1
isogroup12124,3.2
isogroup12126,0.6
isogroup12127,-1.4
isogroup12128,2.5
isogroup12129,0.8
isogroup1213,-0.4
isogroup12130,-0.3
isogroup12131,-0.1
isogroup12134,2.9
isogroup12135,0.2
isogroup12136,0
isogroup12137,-1.3
isogroup12138,-10
isogroup12139,0.2
isogroup1214,0.3
isogroup12140,0.8
isogroup12141,0.1
isogroup12142,-2.8
isogroup12143,-0.4
isogroup12145,0.8
isogroup12146,2.9
isogroup12147,-1.8
isogroup12148,-3.4
isogroup1215,4.4
isogroup12150,0.2
isogroup12151,0
isogroup12152,2.3
isogroup12153,0.2
isogroup12154,-2
isogroup12155,0.2
isogroup12156,-7.6
isogroup12157,4.6
isogroup12159,-0.2
isogroup1216,1.2
isogroup12160,-10
isogroup12160.1,-10
isogroup12161,-0.1
isogroup12163,0.8
isogroup12164,0.5
isogroup12165,3.4
isogroup12166,-0.3
isogroup12167,-0.2
isogroup12168,-0.1
isogroup12169,-0.2
isogroup1217,1.4
isogroup12170,1.6
isogroup12171,0.6
isogroup12172,-2.1
isogroup12173,-3.4
isogroup12174,0.1
isogroup12175,-0.4
isogroup12176,-0.3
isogroup12177,0.8
isogroup12178,0.6
isogroup12179,-0.6
isogroup1218,1.5
isogroup12180,1.2
isogroup12181,0
isogroup12182,-2.1
isogroup12183,1.1
isogroup12184,0.8
isogroup12186,3.3
isogroup12187,3.5
isogroup12188,-1
isogroup12189,4.1
isogroup1219,0.3
isogroup12190,0.2
isogroup12191,0.4
isogroup12192,-0.7
isogroup12193,-0.4
isogroup12194,-1.6
isogroup12195,2.2
isogroup12196,1.8
isogroup12197,-0.4
isogroup12198,0.9
isogroup12199,-2.4
isogroup122,0.3
isogroup1220,1.1
isogroup12201,-0.1
isogroup12202,-0.1
isogroup12203,-2.2
isogroup12204,-2.6
isogroup12205,1.6
isogroup12206,-2.1
isogroup12207,-0.8
isogroup12208,-0.6
isogroup12209,-1.5
isogroup1221,1.4
isogroup12210,-1.2
isogroup12212,0.7
isogroup12213,1.2
isogroup12214,0.3
isogroup12215,0.1
isogroup12216,-0.9
isogroup12217,0.1
isogroup12218,1.4
isogroup12219,-1.7
isogroup1222,0.7
isogroup12220,-0.9
isogroup12221,-8.7
isogroup12222,1.1
isogroup12223,0.7
isogroup12224,-3.3
isogroup12225,0.2
isogroup12225.1,0.2
isogroup12226,-0.3
isogroup12227,1.8
isogroup12228,0.2
isogroup12229,-0.2
isogroup1223,0.1
isogroup12230,1
isogroup12231,-1
isogroup12232,0
isogroup12233,1.4
isogroup12234,-0.2
isogroup12235,-0.3
isogroup12236,-0.3
isogroup12237,1.3
isogroup12238,0.6
isogroup12239,1.3
isogroup1224,0.2
isogroup12240,0.7
isogroup12241,0.2
isogroup12244,-0.3
isogroup12245,0.1
isogroup12246,0.2
isogroup12247,-0.3
isogroup12248,2.9
isogroup12249,0.3
isogroup1225,0.6
isogroup12250,-0.3
isogroup12251,-0.1
isogroup12252,0.9
isogroup12254,-1.4
isogroup12255,0.3
isogroup12256,0.6
isogroup12257,-0.3
isogroup12258,-10
isogroup12259,0.6
isogroup1226,1.6
isogroup12260,-0.5
isogroup12261,-2.5
isogroup12262,0.4
isogroup12263,0.8
isogroup12264,0.2
isogroup12265,-1.8
isogroup12266,1.7
isogroup12267,0.1
isogroup12268,1.2
isogroup12269,1.3
isogroup1227,4
isogroup12270,-2.7
isogroup12271,0.8
isogroup12272,-0.1
isogroup12273,0.4
isogroup12274,0.1
isogroup12275,1.3
isogroup12276,0.2
isogroup12277,1.8
isogroup12278,0.1
isogroup12279,-4.1
isogroup1228,0.4
isogroup12280,0.4
isogroup12281,3.5
isogroup12282,0
isogroup12284,-0.7
isogroup12285,0.1
isogroup12286,-4.4
isogroup12288,-0.2
isogroup12289,0.4
isogroup1229,3
isogroup12290,1.6
isogroup12291,-2.5
isogroup12292,-6.4
isogroup12293,0.2
isogroup12296,1
isogroup12297,-1.1
isogroup12298,0.5
isogroup12299,3.5
isogroup123,6.1
isogroup1230,-0.1
isogroup12300,0.1
isogroup12301,0.2
isogroup12302,-0.1
isogroup12303,-0.5
isogroup12304,0.1
isogroup12305,0.4
isogroup12306,-0.1
isogroup12307,0.6
isogroup12308,0.2
isogroup12309,-0.2
isogroup1231,0.2
isogroup12310,0.1
isogroup12311,0.2
isogroup12312,-3.1
isogroup12313,2.6
isogroup12314,-0.1
isogroup12315,0.2
isogroup12316,0.8
isogroup12317,-0.7
isogroup12318,6.8
isogroup1232,2.2
isogroup12320,-0.7
isogroup12321,1.9
isogroup12322,-0.6
isogroup12323,-0.2
isogroup12324,1.3
isogroup12325,-0.2
isogroup12326,2.5
isogroup12327,-2.4
isogroup12328,0.1
isogroup12329,-0.1
isogroup1233,1.1
isogroup12330,-1.2
isogroup12331,-1.3
isogroup12332,0.3
isogroup12334,1.4
isogroup12335,-6.1
isogroup12336,0.2
isogroup12337,-1.3
isogroup12338,0
isogroup12339,-1.3
isogroup1234,1.1
isogroup12340,1.8
isogroup12341,-2.7
isogroup12342,-0.5
isogroup12343,-0.1
isogroup12344,0
isogroup12345,0.9
isogroup12346,-3.9
isogroup12347,0.8
isogroup12348,-1.8
isogroup12349,0.5
isogroup1235,0.8
isogroup12350,6
isogroup12351,-0.1
isogroup12352,2.6
isogroup12353,-0.5
isogroup12354,3.1
isogroup12355,-0.4
isogroup12356,0.1
isogroup12357,0.5
isogroup12358,2.5
isogroup12359,4
isogroup1236,-0.3
isogroup12360,0.1
isogroup12361,-1.2
isogroup12362,0.7
isogroup12363,0.9
isogroup12364,0
isogroup12365,-1.3
isogroup12366,0
isogroup12367,-0.7
isogroup12368,-1.5
isogroup12369,1.3
isogroup1237,0.7
isogroup12370,-0.8
isogroup12371,-0.6
isogroup12372,-2.1
isogroup12373,1.3
isogroup12374,0.3
isogroup12375,1.1
isogroup12376,0.2
isogroup12377,0.5
isogroup12378,0.8
isogroup12379,0.7
isogroup1238,-3.3
isogroup12380,1
isogroup12381,0.9
isogroup12382,0.2
isogroup12383,0
isogroup12384,-0.6
isogroup12385,0.2
isogroup12386,-0.7
isogroup12387,0.3
isogroup12388,0.1
isogroup12389,0.6
isogroup1239,1.2
isogroup12390,0.9
isogroup12391,0.4
isogroup12392,-0.1
isogroup12394,0.7
isogroup12395,-1.3
isogroup12396,0
isogroup12397,2.4
isogroup12399,-5.3
isogroup124,5.4
isogroup1240,3.3
isogroup12400,-1.7
isogroup12401,0.9
isogroup12403,1.3
isogroup12404,-0.1
isogroup12405,1.4
isogroup12406,1.2
isogroup12407,1
isogroup12408,-0.2
isogroup12409,0.6
isogroup1241,0
isogroup12410,-0.5
isogroup12411,3.4
isogroup12412,-1.5
isogroup12413,0.3
isogroup12414,0.2
isogroup12415,0.6
isogroup12416,0.1
isogroup12417,0.6
isogroup12418,-4.1
isogroup12419,0.3
isogroup1242,1.2
